row_index,relative_path,category,corrected_garment_id,corrected_fold_id,annotation_present,annotation_box_count,annotation_overlaps_or_touches_garment,garment_only_field_source,selection_cohort,localization_source,reviewer_status,clean_image_relative_path,clean_png_sha256,clean_pixel_sha256,source_sha256
10,A-Line/10-1.tif,A-Line,A-Line__G10,4,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0010.png,a2c850471a7651f50fa46e0146c576edbd28a075ad81afe9d26681dab212ccea,17336f500ff993fc586e6b0e5448525ff1540e15b8246c4c7f3daa2fcefac468,0bcd8d6a50e4450bbce6446091cdef2d94878538ac3977a271ae689209797081
11,A-Line/10-10.tif,A-Line,A-Line__G10,4,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0011.png,7fe7b02ff6fe8cffaab3d40947cd9101fe0280833cec6745b7947a4cdcf748ff,c4d40c3df8d9c368b5d0869e7107f361a02d74ae8c9b3683381255e685c87130,d05179ed1c17007e15e1f54b70d9f7b5b69f16ae8716e97ec9de3714ab2822f9
12,A-Line/10-2.tif,A-Line,A-Line__G10,4,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0012.png,c7e7d21ecfe9eafcb5c20bbf1ef23fd11a208fe42181ea03aa797581fded0652,033a0de0af7ce279c898458d501cb25b4a8cecbe57013331a7a0609f3b89650a,957f99ed26877bcc0a8f6e19a47f0fd7ee790b4e58e884565b7a405df57a3d35
13,A-Line/10-3.tif,A-Line,A-Line__G10,4,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0013.png,6467b3c99124bc99229e48479a9c8bf0d3c394a19b13c4f8d572a6e16950cb18,a4250311cd33e3b648a9c2b076c9ffe7c6913aa0da37717fbc9a3cd9680ed3aa,d863c30683276a61872d559b828a2acb260708883abbb219dc6c240bedb4c947
14,A-Line/10-4.tif,A-Line,A-Line__G10,4,False,0,False,frozen_experiment08_preprocessing_v4,quality_control,human_reviewed,human_reviewed,images/0014.png,13926ae7effba2a7bb29e05f5817d871997b843cbb20cb7484d19d9ea122d587,789216483690183efb6cdea8c901412c995c5c2051534b372d738cf4c3eb7bf5,6a0f2277aef51cecf9dc052459d82c13cd43643f5fe7f23cf105aadc06b38e73
15,A-Line/10-5.tif,A-Line,A-Line__G10,4,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0015.png,2c27d8e0fecb24981978d19700ce2e39b7e12cfd500faa274bcf9bc229e30972,a81c815e47c308884a2be9e9f42d41b496eac57ab415aad0024ae13340cae24f,a932b796328867f92818585119a1db02ccb3f9ccdd54b44756efadd0e8e725f1
16,A-Line/10-6.tif,A-Line,A-Line__G10,4,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0016.png,d67181534db9502621bf0fc2b7d0482ba0f08b92c164f83fd0fa123f10383e29,e649de0986c56bce79aab88a6669601170a4221ae39862bf376a97e893bb4921,13e8a4aff1e0b53b0efe930aba867e4803cc8df6e8a6def85c2bc918ec093cad
17,A-Line/10-7.tif,A-Line,A-Line__G10,4,False,0,False,frozen_experiment08_preprocessing_v4,quality_control,human_reviewed,human_reviewed,images/0017.png,5a4b304ef9e6ad92f587b43bad699776a0918e133da598f64a8c40c272d57fc7,4845fd5e4762e7ad2e1534338d3efca9b2466268d501951bf4af70ee0b7d7a41,9c173143c88228bdf2f51d41607bb8b028228aac025b11ccb951520cfc9ac27f
18,A-Line/10-8.tif,A-Line,A-Line__G10,4,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0018.png,4ff969d4328446167dacd110e6d4ddea8389afd2d5d720e148425aea5cc743ab,1d5eae6bf2e9ec865878378ef621c193be093761cf134fff8ed8080edb0621cc,f8c3ec2608081c5e86d0684f5fd660723ce30a028ad68ded56f266af27dcb2c3
19,A-Line/10-9.tif,A-Line,A-Line__G10,4,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0019.png,7b5484c576da6431c21014181d9d2103a7086f1e2e92a185605e8c6e26a92d17,5c359535f2b2025614cd92bf7438cbbe377ea302d5c67f1e4064f9aadedf3aa0,2894b02b7795b56bd17abe29ea2afc8ede076a270e07b9eb72fbe64424a8f0da
20,A-Line/2-1.tif,A-Line,A-Line__G02,0,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0020.png,b0db6d5ba3a6a562ae7148c48dc8b27b68edcf3adacefd90ee6c54421ad28614,f2150af3946cea9eb8da49a7186ee96f78fcee1dfcbfb0325b8c716ca7a613a0,a58bed99594082872a2c7325db4dcc40284e1a923f73e0c840034d32055c1eda
21,A-Line/2-10.tif,A-Line,A-Line__G02,0,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0021.png,19846a0c89187842b7b3918ef940dbad9e366c52cb95ac10dfb27eb9a1df1dc8,b1ed78733d3c159c5593a66e20f435139905f5d3e66416368bace66a602d7f36,98ad5373bcd5120ac4830947bb37f0623b2e71716866d85c9d02fca5cf347b16
22,A-Line/2-2.tif,A-Line,A-Line__G02,0,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0022.png,287a555fa2c1e31ba0e540355613961393c95e4f45678232a2de99695287d186,6e41b532f391d7679dfe6bd0fe0f7c09ca25f01a30681c3111e30bcaede3befc,9be82776943830d016b3b22cba066cb0376f84990326731a3ba498bf2202a664
23,A-Line/2-3.tif,A-Line,A-Line__G02,0,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0023.png,b803c6155be0d38eb6b2715634890815ea554a7ab16c247b6a96fc2738d50df8,d11d591294d57fee53dc92e5ef743dbf997b1280d0fc844504b6c36775408b62,20db3e1e669bd6e79852b36a16bb3775b696d0c44c1def4674620545e4e2fd53
24,A-Line/2-4.tif,A-Line,A-Line__G02,0,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0024.png,aa8a68f090abd1cc1d09b5b2d13258c329cd18932b3df42e0d538df677de1a4b,247953e6a5412fb932bad926294e91dd7e0592acdcd9314a33768aa6450622d1,1d01c077ec2e3e009316517ba94feec1216cd02e24a320cc7a70511bd16eabe8
25,A-Line/2-5.tif,A-Line,A-Line__G02,0,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0025.png,6dd8540331b7da32b3e8bba283764f10ae293928f80eb2a574facc448b73ba38,bfa9e6871ab5c3b26520ec7a05304806e3d2324bb21482b5678db9c95a845889,7560667c18b210b5ee950c3d89ff631becb4f19ad30db0275ea18acba92e020b
26,A-Line/2-6.tif,A-Line,A-Line__G02,0,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0026.png,4d64aa457600b2db2ba420d668bdc9f97b830309758ca2059c09d36b822c979f,68057295ab914e93bed086dc9d80da52db612c8ef0b1022a8ac36c4fa3ded45c,f289694e6a7837a60e2d28cb9673b6b0b9b0960288be808cfb132a367c285153
27,A-Line/2-7.tif,A-Line,A-Line__G02,0,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0027.png,5173fea6e3d39b5da3c10c1de3a62413207118690175e0e7120329fafb316d36,e4e36d05e345dc36827966a442806aaed9fe771af0de2946f39b34de384a276d,1c17bef9b11fd150d69d38ed27790c5de49c1f3c040cca95a5439977350ab62b
28,A-Line/2-8.tif,A-Line,A-Line__G02,0,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0028.png,bda2d33598b55cbab22eaa968d6904969e4f55d1309af94eb1ead76a9d881706,230916cc37dfa6d89a135f87c644da6e386c887f6a94e0f64a63b8c49d0cf868,1d6fda8fa65f1a47e941802adcdf3f45241968ddda1943be0d0795af87412da7
29,A-Line/2-9.tif,A-Line,A-Line__G02,0,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0029.png,043feb87f6a3b8b6c23abf54b7c53023b4897ca1f93727609718ae51bbe476eb,444eebdbe90eda25ded9b9eddf164d38068ac6c0bcb62f0c17dc6562bb45ed82,d15a06d167c90085c8c008eeaf7fbf43b3259b0bb2963cc01ffdce637507efa4
30,A-Line/3-1.tif,A-Line,A-Line__G03,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0030.png,39aa7f2f8f31a015929b3fd787211041e3bbeabc3b1d9ec3f74ec6c90db7bd0b,7c0925bd578f5a118d1cf0b77a690b7242ff890e4756e73e5b5ea8ec8ae105c0,4bea57e8db49b6a04dbe332a4f178987122e791ceedb769cebb80e84809ce63a
31,A-Line/3-10.tif,A-Line,A-Line__G03,1,False,0,False,frozen_experiment08_preprocessing_v4,quality_control,human_reviewed,human_reviewed,images/0031.png,29363e453b2f934e4e881fd7a422892e24a17f80c324255b4210981c490372d2,6d80c8141265c826c39c5aebcf38ae3e7d82ee1194335ea26b0bb0f9263c5921,96940e5ddc1b5d626cc6438798c54e6bce7624b1515a711d94af77ca275b5055
32,A-Line/3-2.tif,A-Line,A-Line__G03,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0032.png,e2a19b72a03c06995c3d049a8b6b6a441501b7d914e7f868969436b3332defcb,2a18c7ee07333f669603672a073106a3b45709581ddde82e8a871fe07b49ad6e,19432d518379840cd064e2295a540d9ec33a852180a3e17763e17e73577ec20f
33,A-Line/3-3.tif,A-Line,A-Line__G03,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0033.png,8bdbf3c8f1e20e76383d020a27a65ff52fc3a3a28116a5f6a98ce4aa19b7a972,57bbb0bcab764858806d0302a6dc267c25706f5cdd5e2577630923164ee6f864,be022f78c5f29a7d2f96e80b458f00dd45af7e63a6282edabc1a07a6d51f5201
34,A-Line/3-4.tif,A-Line,A-Line__G03,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0034.png,190492e1b6ff0c9b314b8ff542a79090bc886d54720fee047bd5e9e55af7d7c1,4f0849b3e5c119bf715b8e534f22beb5f00254bb1b03101009e08dd43503d4a2,51d0dde3145445fc25192b9b8f73aa671b9e68b1ba2115f24f22541b1c4e0023
35,A-Line/3-5.tif,A-Line,A-Line__G03,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0035.png,81bd0aa6b51f1101bb2662e33f650a50b524a08c2d085685a51268da3cc9aa9c,b5351b6e8b24fae466bc74bc8b49b68a51ded85bfbf08eb896dfa8dbac1c4b79,4dcc9c71333743e0797c48e713109c3df5def07b80feb9c01bec191513ded262
36,A-Line/3-6.tif,A-Line,A-Line__G03,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0036.png,1393bff512cc622591f924b55885747033d0e6b0c7a68d734c153d7e7a2d7a3b,da00be5ed1b317db58200f7da9576c4e86127f286a405a09c5a237b02335a0d9,1d7c533ee1668874731e099c35701a6c045d4da91adae3dad3136fa5ba273c71
37,A-Line/3-7.tif,A-Line,A-Line__G03,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0037.png,902755583f5f54f8409017b7f29c08a454fd7b4d4674efc5b73d7e09ee47c77d,8723c70cf0e04ea5416d1fb8dfc3824ab498174f9cbcffc6916a3b71758eb436,5a7099575610dbaeda47e8a7616e9b17a461b805fccdf9764fe83221aa7c7373
38,A-Line/3-8.tif,A-Line,A-Line__G03,1,False,0,False,frozen_experiment08_preprocessing_v4,quality_control,human_reviewed,human_reviewed,images/0038.png,5929ac3e44733bbd1da77dd56af1917e1358c6154f1c84dc92bc6c813e0344d2,419ca8540867a29f71d3e3650e11dfdd495442f5ad15ee87617db6d5e6434ea3,9ffabcd40a9095325eb888cf1bf40544e901dccdcde747bfcadcbff31547154e
39,A-Line/3-9.tif,A-Line,A-Line__G03,1,False,0,False,frozen_experiment08_preprocessing_v4,mandatory,human_reviewed,human_reviewed,images/0039.png,4726d61ce99be2b2478296afdddd7dacfdb80321cc2bab76dbca2b6a02d56fda,df5cefd7608979a014d068dbb53d363cf7d0f2f82d4610a2499b51a4a5e3bd38,7172a58e72a9bdd932eb14e5c3b4439aca1330fd2546ef6780ae245d2d192c20
40,A-Line/4-1.tif,A-Line,A-Line__G04,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0040.png,d5ab063014583f7648b1d9ab8b7d881bc56233247160125202e7cca428285f7d,6f4293b92cdb7ff2e9893ac205f7e62ee6d4006513e57801e59275936e9dd329,7a1461d88cbddb135f40bd37817fb4595eba8afec3c24bb6715fec768cb85650
41,A-Line/4-10.tif,A-Line,A-Line__G04,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0041.png,811d603a27715bfd1b71391a679df6532ec012a7efd69a5535a09b05bee47c1a,d2590952504a00de0bb0d0fa9680cb1e6d9f44508e72b4ce450945f8344cff70,ac788d0d85e0a022052779aa86d6efd4a67bce327a7f96938d6aed1c789aeebf
42,A-Line/4-2.tif,A-Line,A-Line__G04,1,False,0,False,frozen_experiment08_preprocessing_v4,quality_control,human_reviewed,human_reviewed,images/0042.png,219017dc3bb8e5e0b8c3486d2ce1bbc47013860307c67bf5a97995d82e27ed57,fd43eceec6841f6a21f350df64be53097b6a6ba4db47618ddf6b1f5e6d700617,09f3d846b37421eac3bb008f8af42b8dc7c53267362d40cd71f5513f3266ca8a
43,A-Line/4-3.tif,A-Line,A-Line__G04,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0043.png,79f761bd57be869e05886e509b340ad1dbe21fba7804deca7948c163c5e46af7,eb58f0fabed4ac35624957324e41ecbdcdfc3a52278c818c57543d60bdf79719,15e3c5ae9be24bbb91f6b95c6cb61ee245591953dfe0a6b31fd6a9af0431b56a
44,A-Line/4-4.tif,A-Line,A-Line__G04,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0044.png,d4b6c31c6afb47150a633e62bf8166f2228be6266dac4b1463bd5d55d20e77a2,39695aa3ccbd39f55a2c59384c808cc3b316899439f17f4592fa70bf9bf928da,f63820529b83ec7b49c7ce85e5a48a91d63fbed85918a41bebaf983c95f452f3
45,A-Line/4-5.tif,A-Line,A-Line__G04,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0045.png,7bc0d6f1ef069939021236de945d7b7b1810e8aee40daae0e7b87382f4d4f393,4ac25beddf7c916156bd24210159653b69021192ed1c23e3851795685ad3cd01,aec72b88d12d900837facd1d98e028a658c68819aeac8d8259c174c34685355c
46,A-Line/4-6.tif,A-Line,A-Line__G04,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0046.png,4aeced615040e2805ce155e5161a19a015d7e020a4b2a3eff6637ec21152de2c,588218b44f0224c1b5c1d167a109d7ab62ed6b1185c2edf1615cc4e2e5573ee2,797bb500279fb5eef7e990c82b095196addb15e9a03e0a5576f2c6bc5429c373
47,A-Line/4-7.tif,A-Line,A-Line__G04,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0047.png,6a3cfedc83016b2946aeed1be12f3f7bceea7aac4a3abbf397acf832eb53c6e8,84baa8f51749aa850d1c743f3356ecf97742b9e021bddac20687e26aab7b02e4,90a6e9b4bff805f1061fa1276de02be5d04270ef6eb24506ead90a9769892626
48,A-Line/4-8.tif,A-Line,A-Line__G04,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0048.png,e2a2f5d3a7494bfe6dfe15bc489fdacc26a6a664013384ee94ece37674d7a5d7,7acb80b738c0e536b850457cf6edde420f94f0c6a26413fd73487acf0a589085,4dab35104426b19e5aab9ac9e23ac6b08f5f86008a080e86a0c0d3e26d51e39c
49,A-Line/4-9.tif,A-Line,A-Line__G04,1,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0049.png,1828a4126ec5ebff1ccf124ec65a8cfa924d94730a288cb31906cca9745f696e,7e3393e5bf0c283e431b32cb7402cf869dee4917a4a914d690b96351b5268358,1cd6ea09b85b2d2469bbd63d69836eeadffea08097413d4912e863b0a98c99c8
50,A-Line/5-1.tif,A-Line,A-Line__G05,2,False,0,False,frozen_experiment08_preprocessing_v4,quality_control,human_reviewed,human_reviewed,images/0050.png,7af88b9d9e65acd99360c3a3be24b9d12b78aa51b262e3611ae12011362f6e7c,449390768abd9daea131c58b6fae82bcb0ace3cf3e4482c8fd1ecc5479601cd5,8de144a735bd3c497de765cc3590e5ef18f21822456ade83f0dbbf9ebcb5c561
51,A-Line/5-10.tif,A-Line,A-Line__G05,2,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0051.png,9ee8301f31d85f3ad6606d25bd283c25668512c080f3769d4603569d24b06f16,1134c2bb99c578406065f53d42b0454f597bb2fb1106c814c8a8014d5e469ab2,51304222862bd9c76fefcd7c7d867bbd51205a82de0e69917118a490b57835f4
52,A-Line/5-2.tif,A-Line,A-Line__G05,2,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0052.png,beec7d9fc386844a01185466d0dd54ff1e4a2d1be75ebcea6bb44e9747f262ad,40ccf2cb37c974e4dfcdd9f0e49a604c7329f369d35aadb1e5557ee1446fd8ae,76d0dd77e177c5c3fad908dbc3891325230a59f3ac32b68c3303ede86b11ae88
53,A-Line/5-3.tif,A-Line,A-Line__G05,2,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0053.png,0a6ba7157be682d1a852b7017a58b2460089d4b8be40dc997273e511f62b49c7,2437dd3fcb3d59b33c2cde5ec6dc50bde65cd0a01e7053f92785e283d60c6673,a0ab56d1fff6eff7e9c193b78bdc4950c0544ecd90b1d27f5ae8c8907ceb90ac
54,A-Line/5-4.tif,A-Line,A-Line__G05,2,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0054.png,fff650723109368ba43608da33d74274046bc492791a7bc132bb3de052f35778,54d759fadedcbdc3e0387b2fd4e6a465bbccb93674edbd770951ac6cd7858e82,d8c2394c241bd52e4a2374bd7e39a2c8ddef193625d958f57bc4625ecc4f639b
55,A-Line/5-5.tif,A-Line,A-Line__G05,2,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0055.png,d8fbdb8f86de418a071b7012251f45a21cccd3d2fbac4acfeec7b09a58a8d247,f9153860a4419ff5d91e94e68ed8ca2a9f97001ef98131afd93f2a0440939979,1de7f0c3a074629fc92347bbdaf1c9e7af5cc9e3e9e9175408f9e3bf111bffde
56,A-Line/5-6.tif,A-Line,A-Line__G05,2,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0056.png,1f12b82db516a5186f55c5dc882ec80b4ce581062d138b83ac8f8ed4c17cbd6b,ec88d552e1c78336e7c75e59b44312b948b57bcc4c178509b99d6520c4111d5c,e62d851995e818919a735948c957c7563df3024f0663c7af1b641d9a20323e7e
57,A-Line/5-7.tif,A-Line,A-Line__G05,2,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0057.png,9c026bbd392509d49dc3e49452e9a5757fcdcabd86e7c17e75e6817b8ee0dabc,cac0049058a5de4bb1456630453e5e7ae5599ac98127843f4471c1aca27c6eca,b74bfd82e1553a71e9a44ffa08cd87b0b08c1aacc532bb7ee655aab0877bdc26
58,A-Line/5-8.tif,A-Line,A-Line__G05,2,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0058.png,1a9350477c2f326e3cc24640c8c4b7d900bf72b2e0f60e3289fa3e5d8f8e38ab,502323f04d408ec0e39409623f510da1fd8a9f04ff88d940f6210ffbcf48a153,a6bb446fc68c6bd97aef8beb8d0221dd78d39ac766369b2712e0c746e8c8413d
59,A-Line/5-9.tif,A-Line,A-Line__G05,2,False,0,False,frozen_experiment08_preprocessing_v4,automatic_remainder,automatic_qc_accepted,automatic_remainder_after_frozen_qc,images/0059.png,ff784147044368dbcb3fcb784de6f9bd7d7654c8146ac15f0111fd3d0fb6c9e8,2c252690ee3db6373fcdf58110356d139aa4130a378c21ac3f0fc748ce9acd9c,32536a422761ce8919df98b447d84898efc8caae88b01ce499403ad129c7eebd
60,A-Line/6-1.tif,A-Line,A-Line__G06,2,False,0,False,frozen_experiment08_preprocessing_v4,quality_control,human_reviewed,human_reviewed,images/0060.png,9448ec58c8bbbb7efa93426aa85c3dc1a6bde4eb9bfdc0cb60314c2e002f1a08,690395781c6a3de93c17febdc10cca36da98f27ac9d6f79d35625d713f1744d4,9fd967d5616672d3f9919a1f5f84c8990a69c0b644331024844730b6f14db69f
61,A-Line/6-10.tif,A-Line,A-Line__G06,2,False,0,False,frozen_experiment08_preprocessing_v4,quality_control,human_reviewed,human_reviewed,images/0061.png,5bdfbe5ad0542545098237375429f6199d07e231b12a0c8e2a6f1030e7f57d3b,eb03f7b96b627d42a57754da05e452ae0398ec5f52fc467f599c1d2e777528bf,d62453ee671d2cf11e82c9969436bd0f90c180d87ba865318942fd593ef8326b
